geneName,logFC,AveExpr,t,P.Value,adj.P.Val,B,group,FC.group
ENSG00000172687,-0.2742106928174204,1.5073065432357238,-3.086389655513364,0.009711169184742557,0.032241784128729356,-3.48565623723477,TB,down
ENSG00000103253,-0.5658849237816074,2.0699530125731673,-3.0859818781602852,0.009718436495914516,0.03225757898902205,-3.486401648694171,TB,down
ENSG00000086619,0.4099142042065342,3.597267397966072,3.0854008744459063,0.009728800454543612,0.03228364147735464,-3.487463699756196,TB,up
ENSG00000234444,-0.25881801458126646,5.085858719220047,-3.08450586436855,0.009744787418007642,0.03232834483640532,-3.4890997051339365,TB,down
ENSG00000127362,-0.7145882439363576,-1.1048860037438197,-3.084031127090607,0.00975327805050277,0.03234816245291912,-3.4899674681266672,TB,down
ENSG00000124177,-0.211378060045836,5.929675441487814,-3.0835404052281263,0.009762062384637069,0.032368943696428176,-3.4908644358787932,TB,down
ENSG00000162599,-0.5220646892609093,3.8351562444877985,-3.0830292932151404,0.00977122017767796,0.03239095221137919,-3.491798659602962,TB,down
ENSG00000100221,0.27271739932016753,6.759316858189443,3.0824928226753667,0.009780841621050545,0.03241448594990758,-3.492779218638295,TB,up
ENSG00000156398,-0.5611072343924214,1.5224295663579641,-3.082302062868276,0.009784265138140201,0.03241747242984735,-3.493127884896308,TB,down
ENSG00000164118,-0.33302810563393603,3.5198320659987807,-3.0818240433685307,0.009792849324254905,0.03243201940690913,-3.4940015886834415,TB,down
ENSG00000141560,-0.23949990970358245,3.7426445690402277,-3.0817765443177243,0.009793702716947895,0.03243201940690913,-3.4940884047376497,TB,down
ENSG00000100092,-0.25380234399147966,5.0072445517763065,-3.0815833722483843,0.00979717411744084,0.032435157588189,-3.4944414723196764,TB,down
ENSG00000065361,-0.2654836474272575,-0.08002637233871235,-3.07988141822598,0.009827812613154761,0.03252821213089493,-3.4975521047565272,TB,down
ENSG00000124171,-0.5427013674239913,1.1564796927937835,-3.079414571180227,0.009836233594527557,0.03254536025213873,-3.4984053246663103,TB,down
ENSG00000162889,0.2156631797415355,7.647576113772667,3.0793134680943455,0.009838058246153048,0.03254536025213873,-3.4985901012647473,TB,up
ENSG00000101019,-0.19785754005000453,4.603316779610061,-3.0762548244449093,0.009893420078146517,0.0327200810201593,-3.5041798224698195,TB,down
ENSG00000133030,-0.19263022916873435,7.102895609406171,-3.075674335063874,0.009903962312656755,0.03274652010348974,-3.5052406161135115,TB,down
ENSG00000135315,-0.1745566050057653,4.092412293382668,-3.0753882116570797,0.009909162737272053,0.03275528793709373,-3.505763474551622,TB,down
ENSG00000179144,0.5424803794798945,0.11339362548573988,3.0737640336855883,0.009938734973115607,0.03284459292221182,-3.508731388563927,TB,up
ENSG00000172878,-0.6865188683247605,0.5930005627416624,-3.0732192019327784,0.009948674858019755,0.03286104113511729,-3.509726943575081,TB,down
