MDM.1,MDM.2,MDM.3,MDM.4,MDM.5,MDM.6,MDM.7,MDM.8,MDM.9,MDM.10,MDM.11,MDM.12,MDM.13,MDM.14,MDM.15,MDM.16
ENSG00000170542,ENSG00000148356,ENSG00000159593,ENSG00000125447,,,,,,,,,,,,
ENSG00000112739,ENSG00000136854,ENSG00000067955,ENSG00000177728,,,,,,,,,,,,
ENSG00000153046,ENSG00000095370,ENSG00000168701,ENSG00000129657,,,,,,,,,,,,
ENSG00000214113,ENSG00000171169,ENSG00000102898,ENSG00000035862,,,,,,,,,,,,
ENSG00000153162,ENSG00000175854,ENSG00000141076,ENSG00000181523,,,,,,,,,,,,
ENSG00000095951,ENSG00000148341,ENSG00000258429,ENSG00000141574,,,,,,,,,,,,
ENSG00000078401,ENSG00000188483,ENSG00000132603,ENSG00000178927,,,,,,,,,,,,
ENSG00000112149,ENSG00000126883,ENSG00000157315,ENSG00000167363,,,,,,,,,,,,
ENSG00000124795,ENSG00000126882,ENSG00000103018,ENSG00000017797,,,,,,,,,,,,
ENSG00000137393,ENSG00000165699,ENSG00000141101,ENSG00000134278,,,,,,,,,,,,
ENSG00000112242,ENSG00000160323,ENSG00000050820,ENSG00000141446,,,,,,,,,,,,
ENSG00000204574,ENSG00000169925,ENSG00000065427,ENSG00000186812,,,,,,,,,,,,
ENSG00000137343,ENSG00000186350,ENSG00000140961,ENSG00000186814,,,,,,,,,,,,
ENSG00000204560,ENSG00000196422,ENSG00000131148,ENSG00000141646,,,,,,,,,,,,
ENSG00000146112,ENSG00000160345,ENSG00000141012,ENSG00000170677,,,,,,,,,,,,
ENSG00000137331,ENSG00000148411,ENSG00000158805,ENSG00000226742,,,,,,,,,,,,
ENSG00000204580,ENSG00000165689,ENSG00000258947,ENSG00000132635,,,,,,,,,,,,
ENSG00000232810,ENSG00000197355,ENSG00000179409,ENSG00000088854,,,,,,,,,,,,
ENSG00000204463,ENSG00000188747,ENSG00000108953,ENSG00000088812,,,,,,,,,,,,
ENSG00000204435,ENSG00000197070,ENSG00000167721,ENSG00000088888,,,,,,,,,,,,
ENSG00000213719,ENSG00000142082,ENSG00000132361,ENSG00000101290,,,,,,,,,,,,
ENSG00000204388,ENSG00000185187,ENSG00000183018,ENSG00000172296,,,,,,,,,,,,
ENSG00000204267,ENSG00000177042,ENSG00000132382,ENSG00000089177,,,,,,,,,,,,
ENSG00000168394,ENSG00000184956,ENSG00000142507,ENSG00000101343,,,,,,,,,,,,
ENSG00000204256,ENSG00000121236,ENSG00000108518,ENSG00000188559,,,,,,,,,,,,
ENSG00000204209,ENSG00000258659,ENSG00000108515,ENSG00000125814,,,,,,,,,,,,
ENSG00000124614,ENSG00000183801,ENSG00000091640,ENSG00000101474,,,,,,,,,,,,
ENSG00000196821,ENSG00000166452,ENSG00000108509,ENSG00000078699,,,,,,,,,,,,
ENSG00000112033,ENSG00000176029,ENSG00000108561,ENSG00000124177,,,,,,,,,,,,
ENSG00000096063,ENSG00000129158,ENSG00000132507,ENSG00000185513,,,,,,,,,,,,
ENSG00000096070,ENSG00000205213,ENSG00000161960,ENSG00000124104,,,,,,,,,,,,
ENSG00000180316,ENSG00000169519,ENSG00000129255,ENSG00000124226,,,,,,,,,,,,
ENSG00000112078,ENSG00000135378,ENSG00000179111,ENSG00000171940,,,,,,,,,,,,
ENSG00000112081,ENSG00000060749,ENSG00000179094,ENSG00000149657,,,,,,,,,,,,
ENSG00000124762,ENSG00000121691,ENSG00000221926,ENSG00000101150,,,,,,,,,,,,
ENSG00000137193,ENSG00000196666,ENSG00000177731,ENSG00000196700,,,,,,,,,,,,
ENSG00000172738,ENSG00000172247,ENSG00000188522,ENSG00000099822,,,,,,,,,,,,
ENSG00000065491,ENSG00000162222,ENSG00000076382,ENSG00000064687,,,,,,,,,,,,
ENSG00000112139,ENSG00000168569,ENSG00000126653,ENSG00000115266,,,,,,,,,,,,
ENSG00000156639,ENSG00000110583,ENSG00000108688,ENSG00000130270,,,,,,,,,,,,
ENSG00000124731,ENSG00000149761,ENSG00000278259,ENSG00000099875,,,,,,,,,,,,
ENSG00000124541,ENSG00000110011,ENSG00000277161,ENSG00000186300,,,,,,,,,,,,
ENSG00000137221,ENSG00000002330,ENSG00000177469,ENSG00000031823,,,,,,,,,,,,
ENSG00000172432,ENSG00000149809,ENSG00000108788,ENSG00000125650,,,,,,,,,,,,
ENSG00000124688,ENSG00000213445,ENSG00000131480,ENSG00000142459,,,,,,,,,,,,
ENSG00000112715,ENSG00000175573,ENSG00000108883,ENSG00000185236,,,,,,,,,,,,
ENSG00000181577,ENSG00000174791,ENSG00000184922,ENSG00000130818,,,,,,,,,,,,
ENSG00000180992,ENSG00000174684,ENSG00000259207,ENSG00000105514,,,,,,,,,,,,
ENSG00000137216,ENSG00000173020,ENSG00000108424,ENSG00000173928,,,,,,,,,,,,
ENSG00000146232,ENSG00000172932,ENSG00000121073,ENSG00000187266,,,,,,,,,,,,
ENSG00000001561,ENSG00000110711,ENSG00000108826,ENSG00000223547,,,,,,,,,,,,
ENSG00000012660,ENSG00000110721,ENSG00000108829,ENSG00000249709,,,,,,,,,,,,
ENSG00000112309,ENSG00000162337,ENSG00000006283,ENSG00000105612,,,,,,,,,,,,
ENSG00000119900,ENSG00000184154,ENSG00000154945,ENSG00000188032,,,,,,,,,,,,
ENSG00000005700,ENSG00000149357,ENSG00000243678,ENSG00000072071,,,,,,,,,,,,
ENSG00000135318,ENSG00000165458,ENSG00000087995,ENSG00000105643,,,,,,,,,,,,
ENSG00000146282,ENSG00000168010,ENSG00000087191,ENSG00000105705,,,,,,,,,,,,
ENSG00000111880,ENSG00000168014,ENSG00000130935,ENSG00000166398,,,,,,,,,,,,
ENSG00000146278,ENSG00000175538,ENSG00000182481,ENSG00000153896,,,,,,,,,,,,
ENSG00000154548,ENSG00000149260,ENSG00000108932,ENSG00000012124,,,,,,,,,,,,
ENSG00000198833,ENSG00000149269,ENSG00000172809,ENSG00000126246,,,,,,,,,,,,
ENSG00000135341,ENSG00000137494,ENSG00000109065,ENSG00000254004,,,,,,,,,,,,
ENSG00000112237,ENSG00000166004,ENSG00000141543,ENSG00000180479,,,,,,,,,,,,
ENSG00000057657,ENSG00000020922,ENSG00000184009,ENSG00000120784,,,,,,,,,,,,
ENSG00000112297,ENSG00000149308,ENSG00000185624,ENSG00000167642,,,,,,,,,,,,
ENSG00000081087,ENSG00000149311,ENSG00000183684,ENSG00000171777,,,,,,,,,,,,
ENSG00000112394,ENSG00000166323,ENSG00000169710,ENSG00000105204,,,,,,,,,,,,
ENSG00000056972,ENSG00000167257,ENSG00000101558,ENSG00000186026,,,,,,,,,,,,
ENSG00000277443,ENSG00000137700,ENSG00000141385,ENSG00000256294,,,,,,,,,,,,
ENSG00000111817,ENSG00000172273,ENSG00000067900,ENSG00000170604,,,,,,,,,,,,
ENSG00000111832,ENSG00000172350,ENSG00000167088,ENSG00000134830,,,,,,,,,,,,
ENSG00000153975,ENSG00000160703,ENSG00000153391,ENSG00000105483,,,,,,,,,,,,
ENSG00000093134,ENSG00000110395,ENSG00000134049,ENSG00000204653,,,,,,,,,,,,
ENSG00000118503,ENSG00000109943,ENSG00000101665,ENSG00000105497,,,,,,,,,,,,
ENSG00000112379,ENSG00000023171,ENSG00000265681,ENSG00000176024,,,,,,,,,,,,
ENSG00000009844,ENSG00000166257,ENSG00000134046,ENSG00000198538,,,,,,,,,,,,
ENSG00000010818,ENSG00000134955,ENSG00000166562,ENSG00000261221,,,,,,,,,,,,
ENSG00000112419,ENSG00000150433,ENSG00000074695,ENSG00000171425,,,,,,,,,,,,
ENSG00000135604,ENSG00000150455,ENSG00000171791,ENSG00000167685,,,,,,,,,,,,
ENSG00000146476,ENSG00000151702,ENSG00000166347,ENSG00000018869,,,,,,,,,,,,
ENSG00000213079,ENSG00000120457,ENSG00000101255,ENSG00000083844,,,,,,,,,,,,
ENSG00000130340,ENSG00000151502,ENSG00000125835,ENSG00000251369,,,,,,,,,,,,
ENSG00000112096,ENSG00000151500,ENSG00000101361,ENSG00000083817,,,,,,,,,,,,
ENSG00000146457,ENSG00000151240,ENSG00000089195,ENSG00000173480,,,,,,,,,,,,
ENSG00000130396,ENSG00000047056,ENSG00000101310,ENSG00000100027,,,,,,,,,,,,
ENSG00000239857,ENSG00000196372,ENSG00000185052,ENSG00000275004,,,,,,,,,,,,
ENSG00000178381,ENSG00000048740,ENSG00000132661,ENSG00000100100,,,,,,,,,,,,
ENSG00000198517,ENSG00000165609,ENSG00000101367,ENSG00000166897,,,,,,,,,,,,
ENSG00000242802,ENSG00000151474,ENSG00000100983,ENSG00000235568,,,,,,,,,,,,
ENSG00000106346,ENSG00000152457,ENSG00000101335,ENSG00000186951,,,,,,,,,,,,
ENSG00000146574,ENSG00000165983,ENSG00000101084,ENSG00000075275,,,,,,,,,,,,
ENSG00000136261,ENSG00000120594,ENSG00000118705,ENSG00000054611,,,,,,,,,,,,
ENSG00000106546,ENSG00000180592,ENSG00000025772,ENSG00000154727,,,,,,,,,,,,
ENSG00000105849,ENSG00000077420,ENSG00000100985,ENSG00000159228,,,,,,,,,,,,
ENSG00000105855,ENSG00000107897,ENSG00000124228,ENSG00000185658,,,,,,,,,,,,
ENSG00000105866,ENSG00000198105,ENSG00000101188,,,,,,,,,,,,,
ENSG00000136244,ENSG00000196693,ENSG00000011304,,,,,,,,,,,,,
ENSG00000164548,ENSG00000108091,ENSG00000071626,,,,,,,,,,,,,
ENSG00000105928,ENSG00000072422,ENSG00000115268,,,,,,,,,,,,,
ENSG00000122566,ENSG00000108176,ENSG00000065000,,,,,,,,,,,,,
ENSG00000086300,ENSG00000138336,ENSG00000176619,,,,,,,,,,,,,
ENSG00000180233,ENSG00000156521,ENSG00000104969,,,,,,,,,,,,,
ENSG00000170852,ENSG00000148730,ENSG00000129932,,,,,,,,,,,,,
ENSG00000122545,ENSG00000107738,ENSG00000130255,,,,,,,,,,,,,
ENSG00000010270,ENSG00000166295,ENSG00000141994,,,,,,,,,,,,,
ENSG00000122641,ENSG00000172650,ENSG00000125735,,,,,,,,,,,,,
ENSG00000164543,ENSG00000156650,ENSG00000066044,,,,,,,,,,,,,
ENSG00000158604,ENSG00000165655,ENSG00000129351,,,,,,,,,,,,,
ENSG00000146676,ENSG00000165424,ENSG00000127616,,,,,,,,,,,,,
ENSG00000136205,ENSG00000184923,ENSG00000123144,,,,,,,,,,,,,
ENSG00000183696,ENSG00000152782,ENSG00000104907,,,,,,,,,,,,,
ENSG00000132434,ENSG00000148688,ENSG00000160877,,,,,,,,,,,,,
ENSG00000154710,ENSG00000152804,ENSG00000104957,,,,,,,,,,,,,
ENSG00000126524,ENSG00000138190,ENSG00000104998,,,,,,,,,,,,,
ENSG00000106635,ENSG00000186188,ENSG00000123136,,,,,,,,,,,,,
ENSG00000106089,ENSG00000138185,ENSG00000105131,,,,,,,,,,,,,
ENSG00000106682,ENSG00000188649,ENSG00000105127,,,,,,,,,,,,,
ENSG00000272391,ENSG00000177853,ENSG00000160117,,,,,,,,,,,,,
ENSG00000170027,ENSG00000095585,ENSG00000007080,,,,,,,,,,,,,
ENSG00000091073,ENSG00000213390,ENSG00000254858,,,,,,,,,,,,,
ENSG00000146707,ENSG00000181274,ENSG00000250067,,,,,,,,,,,,,
ENSG00000186088,ENSG00000171160,ENSG00000160161,,,,,,,,,,,,,
ENSG00000127947,ENSG00000155254,ENSG00000105717,,,,,,,,,,,,,
ENSG00000127955,ENSG00000119943,ENSG00000064547,,,,,,,,,,,,,
ENSG00000135164,ENSG00000014919,ENSG00000118620,,,,,,,,,,,,,
ENSG00000075142,ENSG00000119906,ENSG00000105185,,,,,,,,,,,,,
ENSG00000127954,ENSG00000166167,ENSG00000167635,,,,,,,,,,,,,
ENSG00000234545,ENSG00000198728,ENSG00000130402,,,,,,,,,,,,,
ENSG00000105825,ENSG00000138111,ENSG00000105202,,,,,,,,,,,,,
ENSG00000127922,ENSG00000107882,ENSG00000105369,,,,,,,,,,,,,
ENSG00000164715,ENSG00000171206,ENSG00000073008,,,,,,,,,,,,,
ENSG00000198742,ENSG00000138175,ENSG00000125741,,,,,,,,,,,,,
ENSG00000196652,ENSG00000148842,ENSG00000105447,,,,,,,,,,,,,
ENSG00000197343,ENSG00000148835,ENSG00000126457,,,,,,,,,,,,,
ENSG00000172354,ENSG00000138172,ENSG00000105568,,,,,,,,,,,,,
ENSG00000087087,ENSG00000107957,ENSG00000063244,,,,,,,,,,,,,
ENSG00000169871,ENSG00000107960,ENSG00000142409,,,,,,,,,,,,,
ENSG00000128564,ENSG00000150593,ENSG00000083845,,,,,,,,,,,,,
ENSG00000257923,ENSG00000189319,ENSG00000243156,,,,,,,,,,,,,
ENSG00000008282,ENSG00000188690,ENSG00000099899,,,,,,,,,,,,,
ENSG00000105835,ENSG00000148814,ENSG00000099901,,,,,,,,,,,,,
ENSG00000253276,ENSG00000171813,ENSG00000099956,,,,,,,,,,,,,
ENSG00000105879,ENSG00000053702,ENSG00000242114,,,,,,,,,,,,,
ENSG00000091140,ENSG00000010219,ENSG00000100029,,,,,,,,,,,,,
ENSG00000091136,ENSG00000010292,ENSG00000185721,,,,,,,,,,,,,
ENSG00000135241,ENSG00000010295,ENSG00000100345,,,,,,,,,,,,,
ENSG00000128590,ENSG00000111642,ENSG00000100116,,,,,,,,,,,,,
ENSG00000128512,ENSG00000151490,ENSG00000100124,,,,,,,,,,,,,
ENSG00000006652,ENSG00000111731,ENSG00000100216,,,,,,,,,,,,,
ENSG00000164603,ENSG00000139163,ENSG00000100316,,,,,,,,,,,,,
ENSG00000105967,ENSG00000118308,ENSG00000176177,,,,,,,,,,,,,
ENSG00000105976,ENSG00000205693,ENSG00000100387,,,,,,,,,,,,,
ENSG00000196937,ENSG00000133704,ENSG00000100401,,,,,,,,,,,,,
ENSG00000106299,ENSG00000110888,ENSG00000100412,,,,,,,,,,,,,
ENSG00000048405,ENSG00000170456,ENSG00000184983,,,,,,,,,,,,,
ENSG00000135245,ENSG00000139160,ENSG00000189306,,,,,,,,,,,,,
ENSG00000158457,ENSG00000177981,ENSG00000188677,,,,,,,,,,,,,
ENSG00000128578,ENSG00000050438,ENSG00000185386,,,,,,,,,,,,,
ENSG00000186591,ENSG00000139651,ENSG00000100241,,,,,,,,,,,,,
ENSG00000172331,ENSG00000172819,ENSG00000205560,,,,,,,,,,,,,
ENSG00000105887,ENSG00000139546,ENSG00000154719,,,,,,,,,,,,,
ENSG00000059378,ENSG00000012822,ENSG00000142207,,,,,,,,,,,,,
ENSG00000157764,ENSG00000123338,ENSG00000159131,,,,,,,,,,,,,
ENSG00000055130,ENSG00000139531,ENSG00000159231,,,,,,,,,,,,,
ENSG00000106462,ENSG00000135469,ENSG00000160193,,,,,,,,,,,,,
ENSG00000133612,ENSG00000257727,ENSG00000142178,,,,,,,,,,,,,
ENSG00000106615,ENSG00000135473,ENSG00000160214,,,,,,,,,,,,,
ENSG00000106617,ENSG00000076067,ENSG00000142156,,,,,,,,,,,,,
ENSG00000186480,ENSG00000179912,ENSG00000142173,,,,,,,,,,,,,
ENSG00000009335,ENSG00000123329,,,,,,,,,,,,,,
ENSG00000105993,ENSG00000166896,,,,,,,,,,,,,,
ENSG00000198223,ENSG00000139291,,,,,,,,,,,,,,
ENSG00000185291,ENSG00000180263,,,,,,,,,,,,,,
ENSG00000169895,ENSG00000139354,,,,,,,,,,,,,,
ENSG00000047634,ENSG00000136044,,,,,,,,,,,,,,
ENSG00000173674,ENSG00000076555,,,,,,,,,,,,,,
ENSG00000177189,ENSG00000139437,,,,,,,,,,,,,,
ENSG00000123130,ENSG00000174456,,,,,,,,,,,,,,
ENSG00000198814,ENSG00000122970,,,,,,,,,,,,,,
ENSG00000157625,ENSG00000186298,,,,,,,,,,,,,,
ENSG00000165169,ENSG00000111249,,,,,,,,,,,,,,
ENSG00000156313,ENSG00000111271,,,,,,,,,,,,,,
ENSG00000180182,ENSG00000139405,,,,,,,,,,,,,,
ENSG00000215301,ENSG00000089060,,,,,,,,,,,,,,
ENSG00000124479,ENSG00000135108,,,,,,,,,,,,,,
ENSG00000102218,ENSG00000176834,,,,,,,,,,,,,,
ENSG00000102225,ENSG00000089163,,,,,,,,,,,,,,
ENSG00000008056,ENSG00000122971,,,,,,,,,,,,,,
ENSG00000102265,ENSG00000139718,,,,,,,,,,,,,,
ENSG00000126767,ENSG00000188026,,,,,,,,,,,,,,
ENSG00000126756,ENSG00000184992,,,,,,,,,,,,,,
ENSG00000102317,ENSG00000111452,,,,,,,,,,,,,,
ENSG00000102096,ENSG00000198040,,,,,,,,,,,,,,
ENSG00000068400,ENSG00000121741,,,,,,,,,,,,,,
ENSG00000068323,ENSG00000102699,,,,,,,,,,,,,,
ENSG00000188021,ENSG00000122033,,,,,,,,,,,,,,
ENSG00000147065,ENSG00000133121,,,,,,,,,,,,,,
ENSG00000181704,ENSG00000172915,,,,,,,,,,,,,,
ENSG00000130052,ENSG00000188811,,,,,,,,,,,,,,
ENSG00000131263,ENSG00000133103,,,,,,,,,,,,,,
ENSG00000102158,ENSG00000165572,,,,,,,,,,,,,,
ENSG00000165259,ENSG00000120696,,,,,,,,,,,,,,
ENSG00000147202,ENSG00000120662,,,,,,,,,,,,,,
ENSG00000204086,ENSG00000023516,,,,,,,,,,,,,,
ENSG00000133134,ENSG00000139679,,,,,,,,,,,,,,
ENSG00000185222,ENSG00000136161,,,,,,,,,,,,,,
ENSG00000123562,ENSG00000102543,,,,,,,,,,,,,,
ENSG00000101888,ENSG00000136169,,,,,,,,,,,,,,
ENSG00000176076,ENSG00000136144,,,,,,,,,,,,,,
ENSG00000068366,ENSG00000152213,,,,,,,,,,,,,,
ENSG00000077721,ENSG00000198553,,,,,,,,,,,,,,
ENSG00000198918,ENSG00000136104,,,,,,,,,,,,,,
ENSG00000125351,ENSG00000102796,,,,,,,,,,,,,,
ENSG00000101966,ENSG00000136100,,,,,,,,,,,,,,
ENSG00000101972,ENSG00000136108,,,,,,,,,,,,,,
ENSG00000122126,ENSG00000136111,,,,,,,,,,,,,,
ENSG00000188706,ENSG00000005810,,,,,,,,,,,,,,
ENSG00000134597,ENSG00000139793,,,,,,,,,,,,,,
ENSG00000123728,ENSG00000125249,,,,,,,,,,,,,,
ENSG00000134590,ENSG00000102572,,,,,,,,,,,,,,
ENSG00000169446,ENSG00000134882,,,,,,,,,,,,,,
ENSG00000013619,ENSG00000175198,,,,,,,,,,,,,,
ENSG00000102119,ENSG00000134864,,,,,,,,,,,,,,
ENSG00000203879,ENSG00000134900,,,,,,,,,,,,,,
ENSG00000269335,ENSG00000134899,,,,,,,,,,,,,,
ENSG00000165775,ENSG00000126216,,,,,,,,,,,,,,
ENSG00000147324,ENSG00000129566,,,,,,,,,,,,,,
ENSG00000104643,ENSG00000165801,,,,,,,,,,,,,,
ENSG00000155975,ENSG00000155463,,,,,,,,,,,,,,
ENSG00000147416,ENSG00000092036,,,,,,,,,,,,,,
ENSG00000120910,ENSG00000100802,,,,,,,,,,,,,,
ENSG00000120889,ENSG00000100813,,,,,,,,,,,,,,
ENSG00000104689,ENSG00000179933,,,,,,,,,,,,,,
ENSG00000147457,ENSG00000092067,,,,,,,,,,,,,,
ENSG00000147454,ENSG00000092068,,,,,,,,,,,,,,
ENSG00000167034,ENSG00000215271,,,,,,,,,,,,,,
ENSG00000042980,ENSG00000235194,,,,,,,,,,,,,,
ENSG00000104756,ENSG00000100938,,,,,,,,,,,,,,
ENSG00000221914,ENSG00000157379,,,,,,,,,,,,,,
ENSG00000092964,ENSG00000136305,,,,,,,,,,,,,,
ENSG00000120885,ENSG00000151413,,,,,,,,,,,,,,
ENSG00000120875,ENSG00000129534,,,,,,,,,,,,,,
ENSG00000104671,ENSG00000197776,,,,,,,,,,,,,,
ENSG00000197265,ENSG00000165516,,,,,,,,,,,,,,
ENSG00000104687,ENSG00000126775,,,,,,,,,,,,,,
ENSG00000104695,ENSG00000139974,,,,,,,,,,,,,,
ENSG00000165392,ENSG00000257365,,,,,,,,,,,,,,
ENSG00000175324,ENSG00000033170,,,,,,,,,,,,,,
ENSG00000147533,ENSG00000081181,,,,,,,,,,,,,,
ENSG00000158669,ENSG00000072121,,,,,,,,,,,,,,
ENSG00000083168,ENSG00000184227,,,,,,,,,,,,,,
ENSG00000078668,ENSG00000119723,,,,,,,,,,,,,,
ENSG00000131931,ENSG00000119688,,,,,,,,,,,,,,
ENSG00000023287,ENSG00000165898,,,,,,,,,,,,,,
ENSG00000137574,ENSG00000119685,,,,,,,,,,,,,,
ENSG00000254087,ENSG00000198894,,,,,,,,,,,,,,
ENSG00000170791,ENSG00000100577,,,,,,,,,,,,,,
ENSG00000169122,ENSG00000063761,,,,,,,,,,,,,,
ENSG00000104388,ENSG00000165409,,,,,,,,,,,,,,
ENSG00000178860,ENSG00000100784,,,,,,,,,,,,,,
ENSG00000147604,ENSG00000133943,,,,,,,,,,,,,,
ENSG00000104381,ENSG00000100599,,,,,,,,,,,,,,
ENSG00000104432,ENSG00000100811,,,,,,,,,,,,,,
ENSG00000164683,ENSG00000179364,,,,,,,,,,,,,,
ENSG00000205189,ENSG00000273749,,,,,,,,,,,,,,
ENSG00000133731,ENSG00000128731,,,,,,,,,,,,,,
ENSG00000185015,ENSG00000187951,,,,,,,,,,,,,,
ENSG00000104312,ENSG00000232653,,,,,,,,,,,,,,
ENSG00000104320,ENSG00000176454,,,,,,,,,,,,,,
ENSG00000155100,ENSG00000188549,,,,,,,,,,,,,,
ENSG00000164949,ENSG00000169105,,,,,,,,,,,,,,
ENSG00000164924,ENSG00000214013,,,,,,,,,,,,,,
ENSG00000155090,ENSG00000092529,,,,,,,,,,,,,,
ENSG00000155096,ENSG00000159433,,,,,,,,,,,,,,
ENSG00000155097,ENSG00000104133,,,,,,,,,,,,,,
ENSG00000164929,ENSG00000104047,,,,,,,,,,,,,,
ENSG00000164930,ENSG00000047346,,,,,,,,,,,,,,
ENSG00000147650,ENSG00000151575,,,,,,,,,,,,,,
ENSG00000120533,ENSG00000137871,,,,,,,,,,,,,,
ENSG00000164754,ENSG00000180357,,,,,,,,,,,,,,
ENSG00000164758,ENSG00000246922,,,,,,,,,,,,,,
ENSG00000064313,ENSG00000166938,,,,,,,,,,,,,,
ENSG00000136986,ENSG00000137764,,,,,,,,,,,,,,
ENSG00000173334,ENSG00000137809,,,,,,,,,,,,,,
ENSG00000153317,ENSG00000140350,,,,,,,,,,,,,,
ENSG00000129292,ENSG00000138604,,,,,,,,,,,,,,
ENSG00000155926,ENSG00000140474,,,,,,,,,,,,,,
ENSG00000104419,ENSG00000178761,,,,,,,,,,,,,,
ENSG00000008513,ENSG00000178718,,,,,,,,,,,,,,
ENSG00000104472,ENSG00000198794,,,,,,,,,,,,,,
ENSG00000123908,ENSG00000138621,,,,,,,,,,,,,,
ENSG00000198576,ENSG00000103942,,,,,,,,,,,,,,
ENSG00000277494,ENSG00000136404,,,,,,,,,,,,,,
ENSG00000186583,ENSG00000176371,,,,,,,,,,,,,,
ENSG00000185122,ENSG00000140526,,,,,,,,,,,,,,
ENSG00000107104,ENSG00000166821,,,,,,,,,,,,,,
ENSG00000106993,ENSG00000157823,,,,,,,,,,,,,,
ENSG00000120217,ENSG00000183208,,,,,,,,,,,,,,
ENSG00000155876,ENSG00000182511,,,,,,,,,,,,,,
ENSG00000137055,ENSG00000196547,,,,,,,,,,,,,,
ENSG00000120162,ENSG00000185442,,,,,,,,,,,,,,
ENSG00000122729,ENSG00000103852,,,,,,,,,,,,,,
ENSG00000197579,ENSG00000183060,,,,,,,,,,,,,,
ENSG00000086061,ENSG00000154237,,,,,,,,,,,,,,
ENSG00000086062,ENSG00000167930,,,,,,,,,,,,,,
ENSG00000107262,ENSG00000103245,,,,,,,,,,,,,,
ENSG00000086065,ENSG00000103249,,,,,,,,,,,,,,
ENSG00000165006,ENSG00000187535,,,,,,,,,,,,,,
ENSG00000164970,ENSG00000103024,,,,,,,,,,,,,,
ENSG00000174038,ENSG00000198736,,,,,,,,,,,,,,
ENSG00000165280,ENSG00000162065,,,,,,,,,,,,,,
ENSG00000198853,ENSG00000162066,,,,,,,,,,,,,,
ENSG00000107175,ENSG00000140992,,,,,,,,,,,,,,
ENSG00000107371,ENSG00000059122,,,,,,,,,,,,,,
ENSG00000119139,ENSG00000162086,,,,,,,,,,,,,,
ENSG00000198887,ENSG00000213918,,,,,,,,,,,,,,
ENSG00000119138,ENSG00000090447,,,,,,,,,,,,,,
ENSG00000135048,ENSG00000103199,,,,,,,,,,,,,,
ENSG00000107372,ENSG00000183044,,,,,,,,,,,,,,
ENSG00000099139,ENSG00000182108,,,,,,,,,,,,,,
ENSG00000196781,ENSG00000048471,,,,,,,,,,,,,,
ENSG00000135018,ENSG00000175595,,,,,,,,,,,,,,
ENSG00000165119,ENSG00000179889,,,,,,,,,,,,,,
ENSG00000213694,ENSG00000157045,,,,,,,,,,,,,,
ENSG00000187742,ENSG00000103550,,,,,,,,,,,,,,
ENSG00000165030,ENSG00000066654,,,,,,,,,,,,,,
ENSG00000127080,ENSG00000185864,,,,,,,,,,,,,,
ENSG00000131669,ENSG00000103365,,,,,,,,,,,,,,
ENSG00000148110,ENSG00000103353,,,,,,,,,,,,,,
ENSG00000119523,ENSG00000090905,,,,,,,,,,,,,,
ENSG00000106803,ENSG00000140750,,,,,,,,,,,,,,
ENSG00000136891,ENSG00000188603,,,,,,,,,,,,,,
ENSG00000066697,ENSG00000178188,,,,,,,,,,,,,,
ENSG00000170681,ENSG00000090238,,,,,,,,,,,,,,
ENSG00000165029,ENSG00000169957,,,,,,,,,,,,,,
ENSG00000106701,ENSG00000103510,,,,,,,,,,,,,,
ENSG00000119318,ENSG00000103490,,,,,,,,,,,,,,
ENSG00000136810,ENSG00000102910,,,,,,,,,,,,,,
ENSG00000136813,ENSG00000121281,,,,,,,,,,,,,,
ENSG00000148154,ENSG00000140718,,,,,,,,,,,,,,
ENSG00000136867,ENSG00000125124,,,,,,,,,,,,,,
ENSG00000136875,ENSG00000166546,,,,,,,,,,,,,,
ENSG00000196739,ENSG00000166548,,,,,,,,,,,,,,
ENSG00000136888,ENSG00000135722,,,,,,,,,,,,,,
ENSG00000181634,ENSG00000159723,,,,,,,,,,,,,,
ENSG00000041982,ENSG00000039523,,,,,,,,,,,,,,
ENSG00000056558,ENSG00000102981,,,,,,,,,,,,,,
ENSG00000148175,ENSG00000159761,,,,,,,,,,,,,,
ENSG00000119446,ENSG00000159792,,,,,,,,,,,,,,
ENSG00000056586,ENSG00000213398,,,,,,,,,,,,,,
ENSG00000136950,ENSG00000167264,,,,,,,,,,,,,,
ENSG00000119414,ENSG00000072736,,,,,,,,,,,,,,
ENSG00000169155,ENSG00000103066,,,,,,,,,,,,,,
ENSG00000197958,ENSG00000103061,,,,,,,,,,,,,,
ENSG00000136830,ENSG00000132600,,,,,,,,,,,,,,
ENSG00000160401,ENSG00000184939,,,,,,,,,,,,,,
ENSG00000136877,ENSG00000168807,,,,,,,,,,,,,,
ENSG00000095319,ENSG00000213380,,,,,,,,,,,,,,
ENSG00000136827,ENSG00000157353,,,,,,,,,,,,,,
ENSG00000148358,ENSG00000103051,,,,,,,,,,,,,,
ENSG00000107130,ENSG00000132613,,,,,,,,,,,,,,
ENSG00000107164,ENSG00000102984,,,,,,,,,,,,,,
ENSG00000160563,ENSG00000118557,,,,,,,,,,,,,,
ENSG00000165695,ENSG00000140836,,,,,,,,,,,,,,
ENSG00000148291,ENSG00000090863,,,,,,,,,,,,,,
ENSG00000148248,ENSG00000166816,,,,,,,,,,,,,,
ENSG00000160325,ENSG00000140876,,,,,,,,,,,,,,
ENSG00000160326,ENSG00000103150,,,,,,,,,,,,,,
